Entity,Definition,Images
Physics term,Not found on Wikipedia,['Image not found']
Smaller Plate,Not found on Wikipedia,['Image not found']
Oxide,An oxide () is a chemical compound containing at least one oxygen atom and one other element in its chemical formula.,"['https://upload.wikimedia.org/wikipedia/commons/1/1f/Carbon-dioxide-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Carbon_monoxide_2D.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Nitrogen-dioxide-2D-dimensions-vector.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Nitrous-oxide-2D-dimensions.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
November,"November is the eleventh and penultimate month of the year in the Julian and Gregorian Calendars, the fourth and last of four months to have a length of 30 days and the fifth and last of five months to have a length of fewer than 31 days.","['https://upload.wikimedia.org/wikipedia/commons/f/fe/2005-11-05_-_London_-_Battersea_Park_-_Guy_Fawkes_Night_-_Bondfire_%284887823453%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Chrysanthemums.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Citrine_taillee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Miraculous_medal.jpg']"
Causes of earthquakes,Not found on Wikipedia,['Image not found']
New York City,"New York, often called New York City or NYC, is the most populous city in the United States.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/10_mile_panorama_of_NYC%2C_Feb.%2C_2018.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/1650_Grand_Concourse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/1_times_square_night_2013.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/3-D_-_Folsom_Street_Fair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/49.Before.DykeMarch.NYC.29June2019_%2848209469046%29.jpg']"
Experiment,"An experiment is a procedure carried out to support or refute a hypothesis, or determine the efficacy or likelihood of something previously untried.","['https://upload.wikimedia.org/wikipedia/commons/e/e8/Apollo_15_feather_and_hammer_drop.ogv', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Blackbox3D-obs.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Humanit%C3%A9s_Num%C3%A9riques.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Mirror_baby.jpg']"
Left angle,Not found on Wikipedia,['Image not found']
Fast food poisoning,Not found on Wikipedia,['Image not found']
Bile,"Bile (from Latin bilis), or gall, is a yellow-green fluid produced by the liver of most vertebrates that aids the digestion of lipids in the small intestine.","['https://upload.wikimedia.org/wikipedia/commons/f/f4/Bile_recycling.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Wapiti_from_Wagon_Trails.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Chenodeoxycholic_acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Cholestasis_2_high_mag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Cholic_acid.svg']"
Doctor Who,Doctor Who is a British science fiction television series broadcast by the BBC since 1963.,"['https://upload.wikimedia.org/wikipedia/commons/2/20/270811-012_CPS_%286276790783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/270811-053_CPS_%286277342014%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/BBC_Logo_2021.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Blank_television_set.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Cardiff_-_Dr_Who_Experience.jpg']"
Pore,Pore may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Thermometer,A thermometer is a device that measures temperature or a temperature gradient (the degree of hotness or coldness of an object).,"['https://upload.wikimedia.org/wikipedia/commons/2/2a/1024_Pyrometer-8445.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/1913_Car-Nation_Tourer_RadiatorBoyce_MotoMeter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Alcohol-In-Glass_Taylor_Thermometer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Backofenthermometer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Clinical_thermometer_38.7.JPG']"
Night sky,"The night sky is the nighttime appearance of celestial objects like stars, planets, and the Moon, which are visible in a clear sky between sunset and sunrise, when the Sun is below the horizon.","['https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Deathvalleysky_nps_big.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Flammarion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/He1523a.jpg']"
Mytochon,Not found on Wikipedia,['Image not found']
Drought,"A drought is a period of drier-than-normal conditions.: 1157  A drought can last for days, months or years.","['https://upload.wikimedia.org/wikipedia/commons/d/d3/California_Drought_Dry_Lakebed_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Climate_change_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Corn_shows_the_affect_of_drought.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg']"
Plant body,Not found on Wikipedia,['Image not found']
Internal pressure,Internal pressure is a measure of how the internal energy of a system changes when it expands or contracts at constant temperature.,"['https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Trachea,"The trachea, also known as the windpipe, is a cartilaginous tube that connects the larynx to the bronchi of the lungs, allowing the passage of air, and so is present in almost all air-breathing animals with lungs.","['https://upload.wikimedia.org/wikipedia/commons/6/64/2308_The_Trachea-b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Blausen_0534_Goiter.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Blausen_0865_TracheaAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/9/92/COR-2-STND-CHEST-MEDIASTINUM.ogg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/COR-2-STND-CHEST.ogg']"
Fauna,Fauna is all of the animal life present in a particular region or time.,"['https://upload.wikimedia.org/wikipedia/commons/6/61/A_live_individual_of_Zospeum_tholussum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Australisk_fauna%2C_Nordisk_familjebok.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Bioturbation-in-a-Declining-Oxygen-Environment-in-situ-Observations-from-Wormcam-pone.0034539.s002.ogv', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Number,"A number is a mathematical object used to count, measure, and label.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Khmer_Numerals_-_605_from_the_Sambor_inscriptions.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Nat_num.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/NumberSetinC.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg']"
Vitamin,Vitamins are organic molecules (or a set of closely related molecules called vitamers) that are essential to an organism in small quantities for proper metabolic function.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/500_mg_calcium_supplements_with_vitamin_D.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/B_vitamin_supplement_tablets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/J._C._Drummond%2C_The_Nomenclature_of_the_So-called_Accessory_Food_Factors_%28Vitamins%29%2C_1920.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Forests,Not found on Wikipedia,['Image not found']
Kelvin,"The kelvin, symbol K, is a unit of measurement for temperature.","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Baron_Kelvin_1906.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/CelsiusKelvinThermometer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png']"
Barry Lyndon,"Barry Lyndon is a 1975 period drama film written, directed, and produced by Stanley Kubrick, based on the 1844 novel The Luck of Barry Lyndon by William Makepeace Thackeray.","['Image not found', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Barrylyndon.suits2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Marriage_A-la-Mode_2%2C_The_T%C3%AAte_%C3%A0_T%C3%AAte_-_William_Hogarth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
K–12,"K–12, from kindergarten to 12th grade, is an English expression that indicates the range of years of publicly supported primary and secondary education found in the United States and Canada, which is similar to publicly supported school grades before tertiary education in several other countries, such as Afghanistan, Australia, Canada, China, Ecuador, Egypt, India, Iran, the Philippines, South Korea, and Turkey.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/School.svg']"
Beijing,"Beijing ( bay-JING; Chinese: 北京; pinyin: Běijīng; Mandarin pronunciation: [pèɪ.tɕíŋ] (listen)), alternatively romanized as Peking ( pee-KING), is the capital of the People's Republic of China.","['https://upload.wikimedia.org/wikipedia/commons/f/f6/01_111_and_01_031_at_Yangzha_Middle_School_%2820211027075355%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/11_Temple_of_Heaven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/2008_Summer_Olympics_opening_ceremony_-_Fireworks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/2014.08.19.110005_Great_Wall_Badaling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/20200110_Hall_of_Supreme_Harmony_courtyard-1.jpg']"
Compound,Compound may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Indonesia,"Indonesia, officially the Republic of Indonesia, is a country in Southeast Asia and Oceania between the Indian and Pacific oceans.","['https://upload.wikimedia.org/wikipedia/commons/2/2b/Angklung-arumba.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Australias_indonesian_embassy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Balinese_Cockfighting.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Banda_Aceh%27s_Grand_Mosque%2C_Indonesia.jpg']"
Feet,Not found on Wikipedia,['Image not found']
Continental crust,"Continental crust is the layer of igneous, metamorphic, and sedimentary rocks that forms the geological continents and the areas of shallow seabed close to their shores, known as continental shelves.","['https://upload.wikimedia.org/wikipedia/commons/e/e7/Continental_and_oceanic_crust.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Topo.jpg']"
Liquid–gas conversion,Not found on Wikipedia,['Image not found']
Phloem,"Phloem (, FLOH-əm) is the living tissue in vascular plants that transports the soluble organic compounds made during photosynthesis and known as photosynthates, in particular the sugar sucrose, to the rest of the plant.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Detaching_inner_bark_of_pine.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Phloem_and_Xylem_in_stem.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Phloem_cells.svg']"
Phases of respiration,Not found on Wikipedia,['Image not found']
The Simpsons,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,"['https://upload.wikimedia.org/wikipedia/commons/d/da/Animation_disc.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Blank_television_set.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg']"
International organization,"An international organization or international organisation (see spelling differences), also known as an intergovernmental organization or an international institution, is a stable set of norms and rules meant to govern the behavior of states and other actors in the international system.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Palace_of_Nations_Geneva_20102014_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/The_Earth_seen_from_Apollo_17.jpg']"
Tinch,Not found on Wikipedia,['Image not found']
Album,"An album is a collection of audio recordings issued on compact disc (CD), vinyl, audio tape, or another medium such as digital distribution.","['https://upload.wikimedia.org/wikipedia/commons/c/c3/45_record.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Artie_Kane_at_20th_Century_Fox.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Compact_audio_cassette_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Compact_disc_album.jpg']"
Bare-eye surgery,Not found on Wikipedia,['Image not found']
Fungus,"A fungus (PL: fungi or funguses) is any member of the group of eukaryotic organisms that includes microorganisms such as yeasts and molds, as well as the more familiar mushrooms.","['https://upload.wikimedia.org/wikipedia/commons/4/47/02_01_groups_of_Fungi_%28M._Piepenbring%29.png', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Aecidium_magnellanicum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Amanita_phalloides_1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Arbuscular_mycorrhiza_microscope.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Armillaria_ostoyae_MO.jpg']"
Brushing teeth,Not found on Wikipedia,['Image not found']
Force,"In physics, a force is an influence that causes the motion of an object with mass to change its velocity (e.g.","['https://upload.wikimedia.org/wikipedia/commons/7/75/Aristoteles_Louvre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Beta_Negative_Decay.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Falling_ball.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Force_examples.svg']"
Otto Warburg,Otto Warburg may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Lower jaw,Not found on Wikipedia,['Image not found']
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Week,A week is a unit of time equal to seven days.,"['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/CLM_14456_71r_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/First_Day_of_Week_World_Map.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Italian_-_Bracelet_-_Walters_41269.jpg']"
Physical quantity,A physical quantity is a physical property of a material or system that can be quantified by measurement.,"['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Unbalanced_scales.svg']"
