entity1,entity_1_type,entity2,entity_2_type,relation,sentence
South India,Geographical location,Danger zone,Area,Falls in,Some areas of South India also fall in the danger zone  (Fig. 12.12).
Scientists,Profession,Earthquakes,Natural disaster,Study,"If scientists know so much about earthquakes, can they also predict when and where the next one will strike?"
Earthquakes,Natural disaster,Next one,Event,Occur,"If scientists know so much about earthquakes, can they also predict when and where the next one will strike?"
Scientists,Profession,Next one,Event,Predict,"If scientists know so much about earthquakes, can they also predict when and where the next one will strike?"
Underground explosions,Event,Tremors,Phenomenon,Cause,I read somewhere that underground explosions could also cause tremors.
Indian earth's plate,Tectonic plate,Movements,Event,of,12.12 : Movements of Indian earth’s plate The power of an earthquake is expressed in terms of a magnitude on a scale called the Richter scale.
Earthquake,Natural disaster,Power,Characteristic,expressed in terms of,12.12 : Movements of Indian earth’s plate The power of an earthquake is expressed in terms of a magnitude on a scale called the Richter scale.
Magnitude,Richter scale measurement,Earthquake,Natural disaster,Measured on,12.12 : Movements of Indian earth’s plate The power of an earthquake is expressed in terms of a magnitude on a scale called the Richter scale.
Earthquakes,Richter scale measurement,Magnitude,Measurement,Higher than 7,Really destructive earthquakes have magnitudes higher than 7 on the Richter scale.
Bhuj,Place,Earthquakes,Natural disaster,Involved in,Both Bhuj and Kashmir earthquakes had magnitudes greater than 7.5.
Kashmir,Place,Earthquakes,Natural disaster,Involved in,Both Bhuj and Kashmir earthquakes had magnitudes greater than 7.5.
Magnitudes,Measurement,Bhuj,Place,Greater than,Both Bhuj and Kashmir earthquakes had magnitudes greater than 7.5.
Magnitudes,Measurement,Kashmir,Place,Greater than,Both Bhuj and Kashmir earthquakes had magnitudes greater than 7.5.
Earthquake,Natural disaster,Cause,Unknown,Unknown,"Although, we know for sure what causes an earthquake, it is not yet possible to predict when and where the next earthquake might occur."
Earthquake,Natural disaster,Prediction,Event,Not possible,"Although, we know for sure what causes an earthquake, it is not yet possible to predict when and where the next earthquake might occur."
Next earthquake,Event,Occurrence,Unknown,Unknown,"Although, we know for sure what causes an earthquake, it is not yet possible to predict when and where the next earthquake might occur."
Next earthquake,Event,Location,Unknown,Unknown,"Although, we know for sure what causes an earthquake, it is not yet possible to predict when and where the next earthquake might occur."
Tremors,Phenomenon,Earth,Planet,Occurs on,"Tremors on the earth can also be caused when a volcano erupts, or a meteor hits the earth, or an underground nuclear explosion is Colliding Brushing past Rationalised-2023-24  SCIENCE 160 The tremors produce waves on the surface of the earth."
Volcano,Natural disaster,Earth,Planet,Can cause,"Tremors on the earth can also be caused when a volcano erupts, or a meteor hits the earth, or an underground nuclear explosion is Colliding Brushing past Rationalised-2023-24  SCIENCE 160 The tremors produce waves on the surface of the earth."
Meteor,Celestial object,Earth,Planet,Can cause,"Tremors on the earth can also be caused when a volcano erupts, or a meteor hits the earth, or an underground nuclear explosion is Colliding Brushing past Rationalised-2023-24  SCIENCE 160 The tremors produce waves on the surface of the earth."
Underground nuclear explosion,Man-made disaster,Earth,Planet,Can cause,"Tremors on the earth can also be caused when a volcano erupts, or a meteor hits the earth, or an underground nuclear explosion is Colliding Brushing past Rationalised-2023-24  SCIENCE 160 The tremors produce waves on the surface of the earth."
Waves,Phenomenon,Earth's surface,Surface feature,Produced by,"Tremors on the earth can also be caused when a volcano erupts, or a meteor hits the earth, or an underground nuclear explosion is Colliding Brushing past Rationalised-2023-24  SCIENCE 160 The tremors produce waves on the surface of the earth."
Waves,Physical phenomenon,Seismograph,Instrument,Recorded by,The waves are recorded by an instrument called the seismograph (Fig. 12.13).
Instrument,Object,Vibrating rod,Object,is,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Instrument,Object,Pendulum,Object,or,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Tremors,Event,Vibrating rod,Object,Cause,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Tremors,Event,Pendulum,Object,Cause,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Vibrating rod,Object,Pendulum,Object,or,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Pendulum,Object,Vibrating rod,Object,or,"The instrument is simply a vibrating rod, or a pendulum, which starts vibrating when tremors occur."
Pen,Object,Vibrating system,Object,Attached to,A pen is attached to the vibrating system.
Pen,Instrument,Seismic waves,Phenomenon,Records,The pen records the seismic waves on a paper which moves under it.
Paper,Material,Seismic waves,Phenomenon,Moves under,The pen records the seismic waves on a paper which moves under it.
Waves,Physical phenomenon,Scientists,Profession,Studying,"By studying these waves, scientists can construct a complete map of the earthquake, as shown in  Fig. 12.14."
Scientists,Profession,Earthquake,Natural disaster,Mapping,"By studying these waves, scientists can construct a complete map of the earthquake, as shown in  Fig. 12.14."
Fig. 12.14,Visual aid,Earthquake,Natural disaster,Mapped by,"By studying these waves, scientists can construct a complete map of the earthquake, as shown in  Fig. 12.14."
Seismograph,Instrument,Seismograph record,Data,Produces,Fig. 12.13 : A seismograph A typical seismograph record Fig.
Epicentre,Location,Seismic waves,Phenomenon,Originates from,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Epicentre,Location,Focus,Location,Located at,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Seismic waves,Phenomenon,Focus,Location,Travels towards,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Focus,Location,Inside the earth,Location,Located in,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Focus,Location,Earth's surface,Location,Located on,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Richter scale,Measurement scale,Earthquakes,Phenomenon,Used to measure,"12.14 : Map of the earthquake Epicentre Seismic waves Focus Inside the earth Earth’s Surface Like many other scales in science (decibel is another example), Richter scale is not linear."
Destructive energy,Physical property,Magnitude 6,Measurement,Not proportional to,This means that an earthquake of magnitude 6 does not have one and half times the destructive energy of an earthquake of magnitude 4.
Destructive energy,Physical property,Magnitude 4,Measurement,Not proportional to,This means that an earthquake of magnitude 6 does not have one and half times the destructive energy of an earthquake of magnitude 4.
Increase,Magnitude,Destructive energy,Energy type,Related to,"In fact, an increase of 2 in magnitude means 1000 times more destructive energy."
Magnitude,Measurement unit,Destructive energy,Energy type,Related to,"In fact, an increase of 2 in magnitude means 1000 times more destructive energy."
2,Magnitude,1000 times,Magnitude,Increase means,"In fact, an increase of 2 in magnitude means 1000 times more destructive energy."
Magnitude 6,Earthquake measurement,Destructive energy,Energy type,Thousand times more than,"Therefore, an earthquake of magnitude 6 has thousand times more destructive energy than an earthquake of magnitude 4."
Magnitude 4,Earthquake measurement,Destructive energy,Energy type,Compared to,"Therefore, an earthquake of magnitude 6 has thousand times more destructive energy than an earthquake of magnitude 4."
People,Person,Seismic zones,Geographical location,Living in,"People living in seismic zones, where the earthquakes are more likely to occur, have to be specially prepared."
Earthquakes,Natural disaster,Seismic zones,Geographical location,More likely to occur in,"People living in seismic zones, where the earthquakes are more likely to occur, have to be specially prepared."
Preparedness,State of being prepared,People,Person,Required for,"People living in seismic zones, where the earthquakes are more likely to occur, have to be specially prepared."
Consult,Action,Architects,Profession,Qualified,l Consult qualified architects and structural engineers.
Consult,Action,Structural engineers,Profession,Qualified,l Consult qualified architects and structural engineers.
Architects,Profession,Structural engineers,Profession,Related,l Consult qualified architects and structural engineers.
Mud,Construction material,Highly seismic areas,Location,Used in,"l In highly seismic areas, the use of mud or timber is better than using heavy construction material."
Timber,Construction material,Highly seismic areas,Location,Used in,"l In highly seismic areas, the use of mud or timber is better than using heavy construction material."
