entity1,entity_1_type,entity2,entity_2_type,relation,sentence
High salinity,Physical property,Sea water,Chemical compound,Of,"No, we can't because high salinity of sea water corrodes the equipments such as boiler used in industry."
Sea water,Chemical compound,Equipments,Object,Corrodes,"No, we can't because high salinity of sea water corrodes the equipments such as boiler used in industry."
Equipments,Object,Boiler,Object,Used in industry,"No, we can't because high salinity of sea water corrodes the equipments such as boiler used in industry."
Saline water,Water type,Crops,Plant type,Unsuitable for irrigation,"Similarly, most of our crops cannot grow in saline water i.e., saline water is not suitable for irrigation in agriculture."
Surface water,Water source,Harmful substances,Chemical/Microorganism,May contain,2.4 Purification of Water Surface water may contain harmful substances including toxic chemicals and pathogenic microorganisms.
Toxic chemicals,Chemical,Surface water,Water source,Found in,2.4 Purification of Water Surface water may contain harmful substances including toxic chemicals and pathogenic microorganisms.
Pathogenic microorganisms,Microorganism,Surface water,Water source,Found in,2.4 Purification of Water Surface water may contain harmful substances including toxic chemicals and pathogenic microorganisms.
Water purification,Process,Surface water,Water source,Undergoes,2.4 Purification of Water Surface water may contain harmful substances including toxic chemicals and pathogenic microorganisms.
Water,Substance,Sources,Object,Derived from,"So whatever the sources, water must be purified before use."
Water,Substance,Use,Object,Used for,"So whatever the sources, water must be purified before use."
Water,Substance,Purified water,Substance,Result of purification,"So whatever the sources, water must be purified before use."
Ground water,Water type,Germs,Microorganism,Normally germ free,Ground water is normally germ free but we all know about the pres- ence of harmful chemicals like arsenic in this water.
Ground water,Water type,Arsenic,Chemical,Presence of harmful chemicals,Ground water is normally germ free but we all know about the pres- ence of harmful chemicals like arsenic in this water.
Methods of purification,Process,Water,Substance,Depend on purpose of using,44 Science Methods of purification of water depend on the purpose of using water.
Pure water,Water type,Drinking,Activity,Required for,"As usual, although very pure water is required for drinking, such pure water is not required for irrigation."
Pure water,Water type,Irrigation,Activity,Not required for,"As usual, although very pure water is required for drinking, such pure water is not required for irrigation."
Filtration,Method,Water purification,Process,Involved in,"The methods that are involved in water purification usually are filtration, chlorination, boiling, distillation etc."
Chlorination,Method,Water purification,Process,Involved in,"The methods that are involved in water purification usually are filtration, chlorination, boiling, distillation etc."
Boiling,Method,Water purification,Process,Involved in,"The methods that are involved in water purification usually are filtration, chlorination, boiling, distillation etc."
Distillation,Method,Water purification,Process,Involved in,"The methods that are involved in water purification usually are filtration, chlorination, boiling, distillation etc."
Filtration,Process,Not mentioned,Not mentioned,Not mentioned,They are discussed below: Filtration You have learnt about filtration in class VI.
Filtration,Process,Solid substances,Substance type,Separated from,Filtration is a process to separate solid substances from a mixture of solid and liquid substances.
Mixture,Substance type,Solid substances,Substance type,Part of,Filtration is a process to separate solid substances from a mixture of solid and liquid substances.
Water,Substance,Dust,Particle,Contains,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Water,Substance,Soil particles,Particle,Contains,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Water,Substance,Waste materials,Material,Contains,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Dust,Particle,Water,Substance,Removed by filtration,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Soil particles,Particle,Water,Substance,Removed by filtration,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Waste materials,Material,Water,Substance,Removed by filtration,Usually water contains insoluble dust or soil particles or waste materials which are removed by filtration.
Water,Substance,Sand,Material,Layer of,"For that, water is passed through a layer of sand which traps the solid particles present in water."
Solid particles,Substance,Water,Substance,Present in,"For that, water is passed through a layer of sand which traps the solid particles present in water."
Solid particles,Substance,Sand,Material,Trapped by,"For that, water is passed through a layer of sand which traps the solid particles present in water."
Modem filters,Device,Residences,Building type,Used in,The modem filters used in residences are made of quality materials.
Quality materials,Material,Modem filters,Device,Made of,The modem filters used in residences are made of quality materials.
Disease causing microorganisms,Microorganism,Water,Liquid,Present in,Chlorination Disease causing microorganisms in water are killed by disinfectants.
Disinfectants,Chemical agent,Water,Liquid,Applied to,Chlorination Disease causing microorganisms in water are killed by disinfectants.
Disinfectants,Chemical compound,Water,Chemical compound,Used for purification,Different types of disinfectants are used for purification of water.
