Entity,Definition,Images
Lemon,"The lemon (Citrus limon) is a species of small evergreen trees in the flowering plant family Rutaceae, native to Asia, primarily Northeast India (Assam), Northern Myanmar or China.The tree's ellipsoidal yellow fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, which has both culinary and cleaning uses.","['https://upload.wikimedia.org/wikipedia/commons/8/8d/Citrus_limon_-_Lemon_tree_-_Limonero_-_Limoeiro.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Citrus_x_limon_%27Variegated_Pink%27_-_Lemon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Citrus_x_limon_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-041.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg']"
Vein,Veins are blood vessels in the circulatory system of humans and most other animals that carry blood toward the heart.,"['https://upload.wikimedia.org/wikipedia/commons/f/f2/2101_Blood_Flow_Through_the_Heart.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/2106_Large_Medium_Vein_Venule.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/2131_Major_Systematic_Veins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/2134_Thoracic_Upper_Limb_Veins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Diagram_of_the_human_heart_%28cropped%29.svg']"
Amla language,Not found on Wikipedia,['Image not found']
Stone chip,Not found on Wikipedia,['Image not found']
Sand,Sand is a granular material composed of finely divided mineral particles.,"['https://upload.wikimedia.org/wikipedia/commons/6/6e/00065_sand_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Accreting_coast_Image6.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/CoralPinkSandDunesSand.JPG']"
Fiji,"Fiji ( (listen) FEE-jee,  fee-JEE; Fijian: Viti, [ˈβitʃi]; Fiji Hindi: फ़िजी, Fijī), officially the Republic of Fiji, is an island country in Melanesia, part of Oceania in the South Pacific Ocean.","['https://upload.wikimedia.org/wikipedia/commons/8/80/BureNavala2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Cakobau%2C_died_February_1883%2C_photograph_by_Francis_H._Dufty.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Chronological_dispersal_of_Austronesian_people_across_the_Pacific_%28per_Benton_et_al%2C_2012%2C_adapted_from_Bellwood%2C_2011%29.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Coat_of_arms_of_Fiji.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Figurine,"A figurine (a diminutive form of the word figure) or statuette, is a small, three-dimensional sculpture that represents a human, deity or animal, or, in practice, a pair or small group of them.","['https://upload.wikimedia.org/wikipedia/commons/1/17/12_zodiac.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Bustelli_Liebesgruppe_Der_gest%C3%B6rte_Schl%C3%A4fer_BNM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Fallenastronautfigurinecrop.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Lladro_Fisherboy_Figurine.jpg']"
Propagation physics,Not found on Wikipedia,['Image not found']
Q layer,Not found on Wikipedia,['Image not found']
Characteristic,A characteristic is a distinguishing feature of a person or thing.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Principle,A principle is a proposition or value that is a guide for behavior or evaluation.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/Aristoteles_Louvre.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Socrates.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Socrates_BM_GR1973.03-27.16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Statua_Iustitiae.jpg']"
Jnix1oo,Not found on Wikipedia,['Image not found']
Currency,"A currency is a standardization of money in any form, in use or circulation as a medium of exchange, for example banknotes and coins.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/2002_currency_exchange_AIGA_euro_money.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/AIGA_Currency_Exchange_-_Euro.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/A_print_from_1845_shows_cowry_shells_being_used_as_money_by_an_Arab_trader.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Bills_and_coins.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Temperature measurement,Temperature measurement (also known as thermometry) describes the process of measuring a current local temperature for immediate or later evaluation.,"['https://upload.wikimedia.org/wikipedia/commons/9/93/Clinical_thermometer_38.7.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Decision,Decision may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Hammer,"A  hammer is a tool, most often a hand tool, consisting of a weighted ""head"" fixed to a long handle that is swung to deliver an impact to a small area of an object.","['https://upload.wikimedia.org/wikipedia/commons/7/7f/Boxholms_bruksmuseum%2C_den_18_oktober_2008%2C_bild_38.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/BrokenConcretion22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Buck_Knives_Hammer_%285075278861%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Cartwheel_mallets.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Claw-hammer.jpg']"
Fazlul Hoq's wife,Not found on Wikipedia,['Image not found']
Radish,The radish (Raphanus raphanistrum subsp.,"['https://upload.wikimedia.org/wikipedia/commons/1/10/CSIRO_ScienceImage_2779_Radishes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Chinese_radish_p1150393.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Colourful_radishes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Daikon%2C_Nara_Prefecture%2C_Japan.jpg']"
Abiotic bacteria,Not found on Wikipedia,['Image not found']
Spirit lamp,Not found on Wikipedia,['Image not found']
Remains,Remains or The Remains may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Calori,Not found on Wikipedia,['Image not found']
Cough,"A cough is a sudden expulsion of air through the large breathing passages which can help clear them of fluids, irritants, foreign particles and microbes.","['https://upload.wikimedia.org/wikipedia/commons/3/3f/20191124Wildfreigehege_Wolfsrat_10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/CoughsAndSneezesSpreadDiseases.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/En-us-cough.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Gnome-mime-sound-openclipart.svg']"
Jesus,"Jesus (c. 4 BC –  AD 30 or 33), also referred to as Jesus Christ (Hebrew: יֵשׁוּעַ המשיח) or Jesus of Nazareth (among other names and titles), was a first-century Jewish preacher and religious leader.","['https://upload.wikimedia.org/wikipedia/commons/d/d8/Alexander_Ivanov_-_Christ%27s_Appearance_to_Mary_Magdalene_after_the_Resurrection_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Basmala.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Bellini-circumcision-NG1455-fm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg']"
Unsaturated solution,Not found on Wikipedia,['Image not found']
Water conversion,Not found on Wikipedia,['Image not found']
When you will grow-up,Not found on Wikipedia,['Image not found']
Glossary of leaf morphology,The following terms are used to describe leaf morphology in the description and taxonomy of plants.,"['https://upload.wikimedia.org/wikipedia/commons/b/b1/Bipinnate_leaf_anatomy_with_alternate_labels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cilantro_leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Handdrawn_Cuspidate.png', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Hibiscus_mutabilis_5.JPG']"
Nowshin,Not found on Wikipedia,['Image not found']
Freezing point,Not found on Wikipedia,['Image not found']
Weak stem,Not found on Wikipedia,['Image not found']
Drawing,Drawing is a form of visual art in which an artist uses instruments to mark paper or other two-dimensional surface.,"['https://upload.wikimedia.org/wikipedia/commons/1/18/2-punktperspektive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Da_Vinci_Vitruve_Luc_Viatour_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Edward_Law._Pencil_drawing_by_H._M._Raeburn%2C_1909._Wellcome_V0003431.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Galileo_moon_phases.jpg']"
Boris Godunov,Borís Fyodorovich Godunov (; Russian: Борис Фёдорович Годунов; 12 August [O.S. 2 August] 1552  – 23 April [O.S. 13 April] 1605) ruled the Tsardom of Russia as de facto regent from c.,"['https://upload.wikimedia.org/wikipedia/commons/6/64/Baidana_rings.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Boris_Godunov_by_anonim_%2817th_c.%2C_GIM%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Coat_of_arms_of_Russia_%28XV_Century%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Godunov_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Golden_Ugric_Boris_Godunov_with_a_portrait.png']"
Non-living organism,Not found on Wikipedia,['Image not found']
Watch,A watch is a portable timepiece intended to be carried or worn by a person.,"['https://upload.wikimedia.org/wikipedia/commons/a/a5/000_0rysdf251_edited.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Acta_Eruditorum_-_II_orologi%2C_1737_%E2%80%93_BEIC_13458392.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Backlit_LCD_display.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Boule_de_Gen%C3%A8ve%2C_ca._1890.jpeg']"
F'g 11 15,Not found on Wikipedia,['Image not found']
Primary school,"A primary school (in Ireland, the United Kingdom, Australia, Trinidad and Tobago, Jamaica, and South Africa), elementary school or grade school (in North America and the Philippines) is a school for primary education of children who are four to eleven years of age.","['https://upload.wikimedia.org/wikipedia/commons/9/93/ClassroomLibrary.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Empty_classroom.jpg', 'Image not found']"
Milk and fog,Not found on Wikipedia,['Image not found']
Natural history,"Natural history is a domain of inquiry involving organisms, including animals, fungi, and plants, in their natural environment, leaning more towards observational than experimental methods of study.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Buffon_1707-1788.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/CHINTREUIL_-_Le_Boulot_blanc.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Sacculus,Sacculus may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
World War I,"World War I or the First World War (28 July 1914 – 11 November 1918), often abbreviated as WWI, was one of the deadliest global conflicts in history.","['https://upload.wikimedia.org/wikipedia/commons/6/6a/1908-10-07_-_Moritz_Schiller%27s_Delicatessen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/1914-06-29_-_Aftermath_of_attacks_against_Serbs_in_Sarajevo.png', 'https://upload.wikimedia.org/wikipedia/commons/4/48/1917_ortler_vorgipfelstellung_3850_m_highest_trench_in_history_of_first_world_war.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/1stGazaBritishPrisoners00118v.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/38cmBttrPommern.jpg']"
The Magic Flute,"The Magic Flute (German: Die Zauberflöte, pronounced [diː ˈtsaʊbɐˌfløːtə] (listen)), K. 620, is an opera in two acts by Wolfgang Amadeus Mozart to a German libretto by Emanuel Schikaneder.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/15031-Magic_Flute_Production-0413_%2815830972013%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/De-Ger_Die_Zauberfl%C3%B6te.ogg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Der_Hoelle_Rache.ogg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Disegno_per_copertina_di_libretto%2C_disegno_di_Peter_Hoffer_per_Il_flauto_magico_%28s.d.%29_-_Archivio_Storico_Ricordi_ICON012437.jpg']"
Fig. 3,Not found on Wikipedia,['Image not found']
Waste,Waste (or wastes) are unwanted or unusable materials.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Agbogbloshie_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Agobox.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg']"
LESSONS 5-7,Not found on Wikipedia,['Image not found']
Tick,Ticks (order Ixodida) are parasitic arachnids that are part of the mite superorder Parasitiformes.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/20140704-TickWaitingOnGrassBlade-CentralMA-USA.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Amblyomma_americanum_tick.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Argas_spec_columbidae.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
Unicellular organism,"A unicellular organism, also known  as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/CSIRO_ScienceImage_7632_SEM_diatom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Echinoderms_600.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Kg3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Paramecia_tetraurelia.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Stromatolites_in_Sharkbay.jpg']"
Lower branch,Not found on Wikipedia,['Image not found']
Salt water,Not found on Wikipedia,['Image not found']
Theodor W. Motton,Not found on Wikipedia,['Image not found']
Mammal,A mammal (from Latin  mamma 'breast') is a vertebrate animal of the class Mammalia ().,"['https://upload.wikimedia.org/wikipedia/commons/5/5b/A_Bonobo_at_the_San_Diego_Zoo_%22fishing%22_for_termites.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/A_monograph_of_the_Macropodid%C3%A6%2C_or_family_of_kangaroos_%289398404841%29_white_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/A_polar_bear_%28Ursus_maritimus%29_scavenging_a_narwhal_whale_%28Monodon_monoceros%29_carcass_-_journal.pone.0060797.g001-A.png', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Aardwolfskull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Abdalodon_diastematicus_life_restoration.jpg']"
What is candela,Not found on Wikipedia,['Image not found']
Hair,Hair is a protein filament that grows from follicles found in the dermis.,"['https://upload.wikimedia.org/wikipedia/commons/6/68/506_Hair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Alessandro_Allori_-_Portrait_of_Bianca_Cappello.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Blackhair10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Brown_hair.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/CSIRO_ScienceImage_8115_Human_hair_and_Merino_wool_fibre.jpg']"
