Entity,Definition,Images
Social class,"A social class is a grouping of people into a set of hierarchical social categories, the most common being the upper, middle and lower classes.","['https://upload.wikimedia.org/wikipedia/commons/a/a5/Bell_telephone_magazine_%281922%29_%2814569859438%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Burmese_nobles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Camden_NJ_poverty.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Dante_Gabriel_Rossetti_-_The_Bower_Garden.jpg']"
Suck,Suck may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Image of the slits,Not found on Wikipedia,['Image not found']
Magnet,A magnet is a material or object that produces a magnetic field.,"['https://upload.wikimedia.org/wikipedia/commons/2/28/Ceramic_magnets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Hard_disk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/M_tic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Magnet0873.png']"
Bangkok,"Bangkok, officially known in Thai as Krung Thep Maha Nakhon and colloquially as Krung Thep, is the capital and most populous city of Thailand.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/0000140_-_Wat_Arun_Ratchawararam_005.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/2010_0515_rama_4_and_sathorn_24.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/2016_Bangkok%2C_Dystrykt_Phra_Nakhon%2C_Ulica_Khaosan_%2808%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/4Y1A1150_Bangkok_%2833536339665%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Aerial_view_of_Lumphini_Park.jpg']"
Physical exercise,Not found on Wikipedia,['Image not found']
Orange juice,"Orange juice is a liquid extract of the orange tree fruit, produced by squeezing or reaming oranges.","['https://upload.wikimedia.org/wikipedia/commons/1/15/Bloodorange1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Bottled_Sunshine...A_Juicy_Story.theora.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Mexico_City_merchant_with_his_freshly_squeezed_orange_juice_March_2010.jpg']"
Aorta,"The aorta ( ay-OR-tə) is the main and largest artery in the human body, originating from the left ventricle of the heart and extending down to the abdomen, where it splits into two smaller arteries (the common iliac arteries).","['https://upload.wikimedia.org/wikipedia/commons/4/40/An_opened_aorta.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Aorta_Anatomy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Aorta_branches.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Aorta_segments.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Clock,A clock or a timepiece is a device used to measure and indicate time.,"['https://upload.wikimedia.org/wikipedia/commons/3/3e/1908_Gilbert_mantel_clock_decorated_with_Memento_Mori_decoupage.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Abbot_Richard_Wallingford.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Al-jazari_elephant_clock.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Analog_clock_with_digital_display.png']"
Glucose,Glucose is a sugar with the molecular formula C6H12O6.,"['https://upload.wikimedia.org/wikipedia/commons/7/75/1%2C3-bisphospho-D-glycerate.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/2-phospho-D-glycerate_wpmp.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/3-phospho-D-glycerate.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/ALPHA-D-Glucopyranose_V.1.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Alpha-D-Glucofuranose.svg']"
Fig. 5,Not found on Wikipedia,['Image not found']
Gamete,"A gamete (; from Ancient Greek  γαμετή (gametḗ) 'wife', ultimately from Ancient Greek  γάμος (gámos) 'marriage') is a haploid cell that fuses with another haploid cell during fertilization in organisms that reproduce sexually.","['https://upload.wikimedia.org/wikipedia/commons/a/aa/Mice_X_Y_chromosomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Sperm-egg.jpg']"
0 0 2,Not found on Wikipedia,['Image not found']
New plant,Not found on Wikipedia,['Image not found']
Fluorescent lamp,"A fluorescent lamp, or fluorescent tube, is a low-pressure mercury-vapor gas-discharge lamp that uses fluorescence to produce visible light.","['https://upload.wikimedia.org/wikipedia/commons/7/7d/65W_SRS_fluorescent_lamp_starting.ogv', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Cold_Cathode_Fluorescent_Lamp.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Compact_fluorescent_straight_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/EL_2x58ngn.jpg']"
Pulmonary vein,The  pulmonary veins are the veins that transfer oxygenated blood from the lungs to the heart.,"['https://upload.wikimedia.org/wikipedia/commons/d/db/Alveoli_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Anatomy_posture_and_body_mechanics_08.web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Bronchial_anatomy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Computed_tomograph_of_pulmonary_vessels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Diagram_of_the_human_heart_%28cropped%29.svg']"
Meat,Meat is animal flesh that is eaten as food.,"['https://upload.wikimedia.org/wikipedia/commons/0/03/Animal_Abuse_Battery_Cage_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Atria_slaughterhouse_in_Nurmo_Seinajoki.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Blade_steak.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Cereals_allocated_to_food%2C_animal_feed_and_fuel%2C_World.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Room,"In a building or large vehicle, like a ship, a room is any enclosed space within a number of walls to which entry is possible only via a door or other dividing structure that connects it to either a passageway, another room, or the outdoors, that is large enough for several people to move about, and whose size, fixtures, furnishings, and sometimes placement within the building or ship support the activity to be conducted in it.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/Akha_Kitchen.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Ateneul_Rom%C3%A2n_-_Sala.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Castle_Howard_Lady_Georgianas%27_Dressing_Room.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Tooth socket,Not found on Wikipedia,['Image not found']
Edgar Allan Poe,"Edgar Allan Poe (; né  Edgar Poe; January 19, 1809 – October 7, 1849) was an American writer, poet, editor, and literary critic who is best known for his poetry and short stories, particularly his tales of mystery and the macabre.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/EdgarAllanPoeGrave.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Edgar_A._Poe_-_NARA_-_528345_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Edgar_Allan_Poe%27s_house_in_the_Bronx.jpg']"
Overtone,An overtone is any resonant frequency above the fundamental frequency of a sound.,"['https://upload.wikimedia.org/wikipedia/commons/c/c3/Allowed_and_forbidden_standing_waves.png', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Flageolette.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Harmonic_partials_on_strings.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Overtones_%28most_properly_numbered%29_of_closed_pipe.png']"
Minimum temperature,Not found on Wikipedia,['Image not found']
Some forest animals,Not found on Wikipedia,['Image not found']
Urethra,The urethra (from Greek οὐρήθρα – ourḗthrā) is a tube that connects the urinary bladder to the urinary meatus for the removal of urine from the body of both females and males.,"['https://upload.wikimedia.org/wikipedia/commons/f/f9/1116_Muscle_of_the_Female_Perineum.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Female_and_Male_Urethra.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Female_vaginal_anatomy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Gray1142.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Gray1155.png']"
Bitter gourd,Not found on Wikipedia,['Image not found']
Wine,Wine is an alcoholic drink typically made from fermented grapes.,"['https://upload.wikimedia.org/wikipedia/commons/8/8b/0025_-_0220_Brick_Relief_with_Wine-brewing_Scene_Eastern_Han_Dynasty_National_Museum_of_China_anagoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/2014_Wine_Countries_Export_Treemap.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/29-autunno%2CTaccuino_Sanitatis%2C_Casanatense_4182..jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Areni-1_cave_entrance.jpg']"
Prime Minister of New Zealand,The prime minister of New Zealand (Māori: Te pirimia o Aotearoa) is the head of government of New Zealand.,"['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Bill_English_KNZM_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Chris_Hipkins_NZ_Labour_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Chris_Hipkins_being_appointed_as_prime_minister.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Coat_of_arms_of_New_Zealand.svg']"
Nefertiti,Neferneferuaten Nefertiti () (c.  1370 – c.,"['https://upload.wikimedia.org/wikipedia/commons/a/a7/Akhenaten%2C_Nefertiri_and_three_daughers_beneath_the_Aten_-_Neues_Museum_-_Berlin_-_Germany_2017_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Akhenathon_and_Nefertiti_E15593_mp3h8771.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Alabaster_sunken_relief_depicting_Akhenaten%2C_Nefertiti%2C_and_daughter_Meritaten._Early_Aten_cartouches_on_king%27s_arm_and_chest._From_Amarna%2C_Egypt._18th_Dynasty._The_Petrie_Museum_of_Egyptian_Archaeology%2C_London.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/AmarnaEra-NefertitAndAkhenatenWorshippingAten-ROM.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/AmarnaRelief-Nefertiti-LateReliefImage_BrooklynMuseum.png']"
Land,"Land, also known as dry land, ground, or earth, is the solid terrestrial surface of Earth not submerged by the ocean or another body of water.","['https://upload.wikimedia.org/wikipedia/commons/5/5b/2013-morbihan-ile-berder-rankosol-granite0109.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/AlluvialPlain.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Checkerboard_forest_in_Idaho.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Coastline_as_seen_from_Chimney_Rock%2C_Point_Reyes_National_Seashore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mercury thread,Not found on Wikipedia,['Image not found']
Paheli and Boojho,Not found on Wikipedia,['Image not found']
Soil treatment,Not found on Wikipedia,['Image not found']
Fig. 17,Not found on Wikipedia,['Image not found']
Label Fig. 2,Not found on Wikipedia,['Image not found']
Electricity,Electricity is the set of physical phenomena associated with the presence and motion of matter that has a property of electric charge.,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/Arduino_ftdi_chip-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Electric-eel2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Electric_motor_cycle_3.png']"
Injury,An injury is any physiological damage to living tissue caused by immediate physical stress.,"['https://upload.wikimedia.org/wikipedia/commons/a/ac/Black_eye_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Burns.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Cat_scratches_in_arm_20210220_000618_618.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Chlorophyll,Chlorophyll (also chlorophyl) is any of several related green pigments found in cyanobacteria and in the chloroplasts of algae and plants.,"['https://upload.wikimedia.org/wikipedia/commons/9/92/Chlorophyll-a-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Chlorophyll_Extraktion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chlorophyll_a.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Chlorophyll_ab_spectra-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Chlorophyll_b.svg']"
Person,"A person (PL: people) is a being that has certain capacities or attributes such as reason, morality, consciousness or self-consciousness, and being a part of a culturally established form of social relations such as kinship, ownership of property, or legal responsibility.","['https://upload.wikimedia.org/wikipedia/commons/4/45/MontreGousset001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Paul_Klee_WI_%28In_Memoriam%29_1938.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Tehsil,"A tehsil (Hindustani pronunciation: [tɛɦsiːl], also known as tahsil, taluka, or taluk) is a local unit of administrative division in some countries of Indian subcontinent.",['Image not found']
Pendulum oscillation,Not found on Wikipedia,['Image not found']
Sugar solution,Not found on Wikipedia,['Image not found']
Basketball,"Basketball is a team sport in which two teams, most commonly of five players each, opposing one another on a rectangular court, compete with the primary objective of shooting a basketball (approximately 9.4 inches (24 cm) in diameter) through the defender's hoop (a basket 18 inches (46 cm) in diameter mounted 10 feet (3.048 m) high to a backboard at each end of the court), while preventing the opposing team from shooting through their own hoop.","['https://upload.wikimedia.org/wikipedia/commons/1/13/2006_World_Championship_for_Women_Australia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/20130103_Offensive_Rebound_Glenn_Robinson_III_rebound.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Basketball-Basic_Types_of_Dribbling.webm', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Basketball.png', 'https://upload.wikimedia.org/wikipedia/commons/1/15/BasketballHoop.jpg']"
Breathing out,Not found on Wikipedia,['Image not found']
Cockroach,"Cockroaches (or roaches) are a paraphyletic group of insects belonging to Blattodea, containing all members of the group except termites.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/%22Periplaneta_americana%22_connected_to_the_electrophysiology_equipment.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Baltic_amber_inclusions_-_Cockroach_%28Pterygota%2C_Neoptera%2C_Dictyoptera%2C_Blattodea%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Cockroach%2C_post-ecdysis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Cockroach_egglaying_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Cockroach_head.jpg']"
Timepiece,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Teaching,"Teaching is the practice implemented by a teacher aimed at transmitting skills (knowledge, know-how, and interpersonal skills) to a learner, a student, or any other audience in the context of an educational institution.","['https://upload.wikimedia.org/wikipedia/commons/5/55/Ambox_clock.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Brack_Vocabularius_rerum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Christer_Fuglesang_underwater_EVA_simulation_for_STS-116.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Nuvola_apps_bookcase.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
