Entity,Definition,Images
Bird,"Birds are a group of warm-blooded vertebrates constituting the class Aves (), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.","['https://upload.wikimedia.org/wikipedia/commons/0/0f/17.6-24-1974-Cuerda-seca-flisepanel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/A_monograph_of_the_Bucerotid%C3%A6%2C_or_family_of_the_hornbills_%28Plate_II%29_%28white_background%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Aegotheles_savesi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/African_Scops_owl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Anchiornis_feathers.jpg']"
Cellular metabolism,Not found on Wikipedia,['Image not found']
Increasing,Not found on Wikipedia,['Image not found']
Aquatic plant,Aquatic plants are plants that have adapted to living in aquatic environments (saltwater or freshwater).,"['https://upload.wikimedia.org/wikipedia/commons/7/7e/Atchafalaya_Basin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/CeratophyllumSubmersum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Eriocaulon_aquaticum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Estuary-mouth.jpg']"
Container,"A container is any receptacle or enclosure for holding a product used in storage, packaging, and transportation, including shipping.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/8205Plastic_containers_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Little_world%2C_Aichi_prefecture_-_Main_exhibition_hall_-_Woven_basket_-_Maya_people_in_Mexico.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/MOVINGBOX.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Amoeba food,Not found on Wikipedia,['Image not found']
Feroz Feroz,Not found on Wikipedia,['Image not found']
Bottle float,Not found on Wikipedia,['Image not found']
SCIENCE 8,Not found on Wikipedia,['Image not found']
Country,"A country is a distinct part of the world, such as a state, nation, or other political entity.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Oceania_without_Asian_country_codes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/P_countries-vector.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Guard cell,"Guard cells are specialized plant cells in the epidermis of leaves, stems and other organs that are used to control gas exchange.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/Guard_cells_mechanisms.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Opening_and_Closing_of_Stoma.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Illuminated manuscript,An illuminated manuscript is a formally prepared document where the text is often supplemented with flourishes such as borders and miniature illustrations.,"['https://upload.wikimedia.org/wikipedia/commons/8/80/Archive-ugent-be-7F0C4994-C579-11E7-8646-155E6EE4309A_DS-46_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Attavante_degli_Attavanti_-_Leaf_from_a_Gradual-_Initial_P_with_the_Nativity_-_2003.173_-_Cleveland_Museum_of_Art.tif', 'https://upload.wikimedia.org/wikipedia/commons/d/da/BL_Royal_Vincent_of_Beauvais.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Bartolommeo_Caporali_-_Missale-_Fol._186-_Decorated_Initial_Te_igitur_%28full_page%29_-_2006.154.186.a_-_Cleveland_Museum_of_Art.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Benedictine_Antiphonary_MET_DP158484.jpg']"
Superpressure,Not found on Wikipedia,['Image not found']
Wall,"A wall is a structure and a surface that defines an area; carries a load; provides security, shelter, or soundproofing; or, is decorative.","['https://upload.wikimedia.org/wikipedia/commons/9/9f/214_King_-_demountable_walls_and_doors_%285277760889%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Algodones_sand-dune-fence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Beowulf_-_weall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Building-the-wall-2018.jpg']"
Steam,"Steam is a substance containing water in the gas phase,: 7  and sometimes also an aerosol of liquid water droplets, or air.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Dampfspeicherlok_Genthin_Henkel_Werk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/HS-Wasserdampf_engl.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Mollier_enthalpy_entropy_chart_for_steam_-_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Pressure-enthalpy_chart_for_steam%2C_in_US_units.svg']"
Boron,Boron is a chemical element with the symbol B and atomic number 5.,"['https://upload.wikimedia.org/wikipedia/commons/0/06/Apollo_15_launch.ogv', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Bor_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Borax_crystals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Borfig11a.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Boron-trifluoride-pi-bonding-2D.png']"
Bundesautobahn 4,"Bundesautobahn 4 (translates from German as Federal Motorway 4, short form Autobahn 4, abbreviated as BAB 4 or A 4) is an autobahn that crosses Germany in a west–east direction.","['https://upload.wikimedia.org/wikipedia/commons/6/60/A4-PL.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/A4_autobahn_sign_near_Dresden%2C_Germany.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/A4_bei_Ostheim_-_geo-en.hlipp.de_-_12256.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/AB-AS-blau.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/AB-Br%C3%BCcke-gruen.png']"
Iron,Iron is a chemical element with the symbol Fe (from Latin  ferrum 'iron') and atomic number 26.,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/2-isomers-of-ferrioxalate.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Carboxyhemoglobin_from_1AJ9.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Chinese_Fining_and_Blast_Furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Animal protein,Not found on Wikipedia,['Image not found']
Mass,Mass is an intrinsic property of a body.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/Apollo_15_feather_and_hammer_drop.ogv', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Cavendish_Experiment.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/El_pesado_del_coraz%C3%B3n_en_el_Papiro_de_Hunefer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Falling_ball.jpg']"
Plastid,"The plastid (Greek: πλαστός; plastós: formed, molded – plural plastids) is a membrane-bound organelle found in the cells of plants, algae, and some other eukaryotic organisms.","['https://upload.wikimedia.org/wikipedia/commons/b/b8/010-Sol-tub-40xHF-Gewebe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
J. J. R. R. Tolkien,Not found on Wikipedia,['Image not found']
Hammer,"A  hammer is a tool, most often a hand tool, consisting of a weighted ""head"" fixed to a long handle that is swung to deliver an impact to a small area of an object.","['https://upload.wikimedia.org/wikipedia/commons/7/7f/Boxholms_bruksmuseum%2C_den_18_oktober_2008%2C_bild_38.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/BrokenConcretion22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Buck_Knives_Hammer_%285075278861%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Cartwheel_mallets.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Claw-hammer.jpg']"
Square,"In Euclidean geometry, a square is a regular quadrilateral, which means that it has four equal sides and four equal angles (90-degree angles, π/2 radian angles, or right angles).","['https://upload.wikimedia.org/wikipedia/commons/d/d1/01-Quadrat-Diagonale-gegeben.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/01-Quadrat-Seite-gegeben.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/16/CDel_2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/CDel_4.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/CDel_node.png']"
Backward fall,Not found on Wikipedia,['Image not found']
Directional force,Not found on Wikipedia,['Image not found']
ITON,Not found on Wikipedia,['Image not found']
Radio broadcasting,"Radio broadcasting is the broadcasting of audio (sound), sometimes with related metadata, by radio waves to radio receivers belonging to a public audience.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/2006AM_broadcast_stations.PNG', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/2006FM_broadcast_stations.PNG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Radio_Libertaire_3.jpg']"
Collenchyma,Not found on Wikipedia,['Image not found']
10 s,Not found on Wikipedia,['Image not found']
Chlorine,Chlorine is a chemical element with the symbol Cl and atomic number 17.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/Chloralkali_membrane.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Chlorate-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chloride-ion-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Chlorine_attack1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Chlorine_dioxide_gas_and_solution.jpg']"
Gaseous state,Not found on Wikipedia,['Image not found']
Pipe,"Pipe(s), PIPE(S) or piping may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Ice,"Ice is water frozen into a solid state, typically forming at or below temperatures of 32 °F, 0 °C, or 273 K. Depending on the presence of impurities such as particles of soil or bubbles of air, it can appear transparent or a more or less opaque bluish-white color.","['https://upload.wikimedia.org/wikipedia/commons/4/40/2015-10-18_07_36_28_Frost_on_a_car_windshield_on_Tranquility_Court_in_the_Franklin_Farm_section_of_Oak_Hill%2C_Virginia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/3D_representation_of_several_phases_of_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Castello_di_neve_in_lapponia_02_%282108559776%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg']"
Radiation,"In physics, radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium.","['https://upload.wikimedia.org/wikipedia/commons/6/61/Alfa_beta_gamma_radiation_penetration.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Alpha_particle_detected_in_an_isopropanol_cloud_chamber.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Electromagnetic-Spectrum.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Electron_detected_in_an_isopropanol_cloud_chamber.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/FarNearFields-USP-4998112-1.svg']"
Stomat,Not found on Wikipedia,['Image not found']
Swing,Swing or swinging may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Fat,"In nutrition, biology, and chemistry, fat usually means any ester of fatty acids, or a mixture of such compounds, most commonly those that occur in living beings or in food.The term often refers specifically to triglycerides (triple esters of glycerol), that are the main components of vegetable oils and of fatty tissue in animals; or, even more narrowly, to triglycerides that are solid or semisolid at room temperature, thus excluding oils.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/Blood_values_sorted_by_mass_and_molar_concentration.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Crisco_Cookbook_1912.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Fat_composition_in_foods.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Fat_triglyceride_shorthand_formula.PNG', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Fatchart.svg']"
Medical needle,Not found on Wikipedia,['Image not found']
Arrow thread,Not found on Wikipedia,['Image not found']
Thunder,Thunder is the sound caused by lightning.,"['https://upload.wikimedia.org/wikipedia/commons/9/98/Anvil_shaped_cumulus_panorama_edit_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Gnome-mime-sound-openclipart.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Lightning_14.07.2009_20-42-33.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Food demand,Not found on Wikipedia,['Image not found']
Animal cell,Not found on Wikipedia,['Image not found']
Ultrasonic wave,Not found on Wikipedia,['Image not found']
Suicide bag,"A suicide bag, also known as an exit bag or hood, is part of a euthanasia device consisting of a large plastic bag with a drawcord used to commit suicide through inert gas asphyxiation.",['https://upload.wikimedia.org/wikipedia/commons/4/40/Suicide-bag.png']
Pedestrian zone,"Pedestrian zones (also known as auto-free zones and car-free zones, as pedestrian precincts in British English, and as pedestrian malls in the United States and Australia) are areas of a city or town reserved for pedestrian-only use and in which most or all automobile traffic is prohibited.","['https://upload.wikimedia.org/wikipedia/commons/7/7a/201109_-_%C3%85land_%28Mariehamn%29_%282%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/56/2018_Santa_Marta_%28Colombia%29_-_Peatonal_en_el_Centro_Hist%C3%B3rico%2C_Calle_19_entre_carreras_4_y_5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Aleksanterinkatu_Helsinki_summer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Aleppo-suq-Alp.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg']"
First floor,Not found on Wikipedia,['Image not found']
Lemonade,Lemonade is a sweetened lemon-flavored beverage.,"['https://upload.wikimedia.org/wikipedia/commons/f/f3/Children_selling_lemonade_to_an_adult_in_La_Canada%2C_California%2C_1960.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Citron_press%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Goblet_Glass_%28Banquet%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Jackie_Stewart_drinkt_een_flesje_limonade%2C_Bestanddeelnr_922-5447.jpg']"
Thickness,Thickness may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Milk,Milk is a white liquid food produced by the mammary glands of mammals.,"['https://upload.wikimedia.org/wikipedia/commons/5/56/A_bowl_of_milk_for_the_shaman_rite._Buryatia._Russia.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Aesthetic_Milk_Vehicle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Bundesarchiv_Bild_183-2004-0708-501%2C_Berlin%2C_Milch_von_Bolle_in_der_Pause.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Corn_vs_Ethanol_production.webp']"
Shaking,Not found on Wikipedia,['Image not found']
Q Q,Not found on Wikipedia,['Image not found']
Cambium,"A cambium (plural cambia or cambiums), in plants, is a tissue layer that provides partially undifferentiated cells for plant growth.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Cork_cambium_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Emoji_u1f33f.svg']"
Secretary-General of the United Nations,"The secretary-general of the United Nations (UNSG or SG) is the chief administrative officer of the United Nations and head of the United Nations Secretariat, one of the six principal organs of the United Nations.","['https://upload.wikimedia.org/wikipedia/commons/0/01/A_coloured_voting_box.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Ant%C3%B3nio_Guterres%2C_23.03.23.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Assinatura_Ant%C3%B3nio_Guterres.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Ban_Ki-moon_April_2015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Ban_Ki_Moon_Signature.svg']"
